movieId,title,genres,imdbId,tmdbId,g2,overview,poster_path,tagline
4938,Paper Clips (2004),Documentary,380615,33823,"[{'id': 99, 'name': 'Documentary'}]","Whitwell, TN is a small, rural community of less than two thousand people nestled in the mountains of Tennessee. Its citizens are almost exclusively white and Christian. In 1998, the children of Whitwell Middle School took on an inspiring project, launched out of their principal's desire to help her students open their eyes to diversity in the world and the horrors and enormity of the holocaust.",/t8vORhlCyMwC371yIFunrxpSryF.jpg,
4939,This So-Called Disaster (2003),Documentary,308488,126117,[],"Director Michael Almereyda's documentary on the weeks just prior to Sam Shepard's stage production of his play ""The Late Henry Moss.""",/riAiqtsiQKu9TlD6TG8DeLsBa92.jpg,
4940,13 Going on 30 (2004),"Comedy,Fantasy,Romance",337563,10096,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]","After total humiliation at her thirteenth birthday party, Jenna Rink wants to just hide until she's thirty. With a little magic, her wish is granted, but it turns out that being thirty isn't as always as awesome as she thought it would be!",/iSvz2Nk1vzgm7bEMqMazhQ1F3zA.jpg,"For some, 13 feels like it was just yesterday. For Jenna, it was."
4941,Man on Fire (2004),"Action,Crime,Drama,Mystery,Thriller",328107,9509,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","Jaded ex-CIA operative John Creasy reluctantly accepts a job as the bodyguard for a 10-year-old girl in Mexico City. They clash at first, but eventually bond, and when she's kidnapped he's consumed by fury and will stop at nothing to save her life.",/qAbRLPe8T7ehKzr1Tgo78T7ASrS.jpg,"Creasy's art is death, and he is about to paint his masterpiece."
4942,Envy (2004),Comedy,326856,10710,"[{'id': 35, 'name': 'Comedy'}]",A man becomes increasingly jealous of his friend's newfound success.,/ezwXcRroLPq7klH8sn584CjN6xR.jpg,"Success didn’t go to his head, it went to his neighbor."
4943,Godsend (2004),"Drama,Horror,Thriller",335121,11058,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","A couple agree to have their deceased son cloned under the supervision of an enigmatic doctor, but bizarre things start to happen years after his rebirth.",/6ma5D4uW33tu9LWBH2G0wGuzUkL.jpg,"When a miracle becomes a nightmare, evil is born."
4944,Laws of Attraction (2004),"Comedy,Romance",323033,11141,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]","Amidst a sea of litigation, two New York City divorce lawyers find love.",/raE9gFRS2oH4jBBjwIJvJresOQn.jpg,Love always has the last word.
4945,Mean Girls (2004),Comedy,377092,10625,"[{'id': 35, 'name': 'Comedy'}]","Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",/lDlGPZS0UJYKxVlpyff3BMyPc2H.jpg,Welcome to girl world.
4946,Van Helsing (2004),"Action,Adventure,Fantasy,Horror",338526,7131,"[{'id': 27, 'name': 'Horror'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",Famed monster slayer Gabriel Van Helsing is dispatched to Transylvania to assist the last of the Valerious bloodline in defeating Count Dracula. Anna Valerious reveals that Dracula has formed an unholy alliance with Dr. Frankenstein's monster and is hell-bent on exacting a centuries-old curse on her family.,/s2OPT5CZsZBQYAIlO9Mv4AimHvV.jpg,The One Name They All Fear.
4947,"Mudge Boy, The (2003)",Drama,339419,26899,"[{'id': 18, 'name': 'Drama'}]","Duncan Mudge, mid-teens, lives apart from his rural world populated by his distant father and rough local kids. His main companionship is a chicken left after his mother's death until the neighbor's son befriends him.",/6D2klXEmVeMCsWeK5MvEXM4E9hN.jpg,
4948,Breakin' All the Rules (2004),"Comedy,Romance",349169,16428,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","Inspired by his fiancée (who dumped him), a man publishes a break-up handbook for men, becoming a bestselling author in the process.",/ss6hUEC50T2Yjk59R1VaQtE1bVb.jpg,When it comes to getting dumped... He wrote the book.
4949,Troy (2004),"Action,Adventure,Drama,War",332452,652,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]","In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnom to help him get her back. Agamemnon sees this as an opportunity for power. So they set off with 1,000 ships holding 50,000 Greeks to Troy. With the help of Achilles, the Greeks are able to fight the never before defeated Trojans.",/edMlij7nw2NMla32xskDnzMCFBM.jpg,For passion. For honor. For destiny. For victory. For love.
4950,Carandiru (2003),"Crime,Drama",293007,8440,"[{'id': 18, 'name': 'Drama'}]","Carandiru, a story based on real facts and on the book written by the doctor Drauzio Varella, starts when he decides to carry out an AIDS prevention program inside Latin America’s largest prison: the Casa de Detenção de São Paulo, Carandiru, the victim of one of the darkest days in Brazilian History, when the State of São Paulo’s Military Police, with the excuse for law enforcement, shot to death 111 people.",/774rLMW6yspym6t5NMDfON20yL.jpg,Inside here nobody is guilty. Do you believe that?
4951,Coffee and Cigarettes (2003),"Comedy,Drama",379217,883,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",Coffee And Cigarettes is a collection of eleven films from cult director Jim Jarmusch. Each film hosts star studded cast of extremely unique individuals who all share the common activities of conversing while drinking coffee and smoking cigarettes.,/myLbZRsgRVyfj1luCvUcgB9cjGs.jpg,
4952,Eye See You (D-Tox) (2002),"Horror,Thriller",160184,10375,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",A disgraced FBI agent with a drinking problem joins nine other troubled law enforcement officers at an isolated detox clinic in the wilds of Wyoming. But the therapeutic sanctuary becomes a nightmarish hellhole when a major snowstorm cuts off the clinic from the outside world and enables a killer on the inside to get busy.,/fiMHykdFwPF76Xtpl59hRTGo7Kf.jpg,Survival is a Killer.
4956,Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit) (1997),"Drama,Romance",118845,18329,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Lai and his boyfriend, Ho, arrive in Argentina from Hong Kong, seeking a better life. Their highly contentious relationship turns abusive and results in numerous break-ups and reconciliations. When Lai befriends another man, Chang, he sees the futility of continuing with the promiscuous Ho. Chang, however, is on his own personal journey and, ultimately, both Lai and Ho find themselves far from home and desperately lonely.",/bBzEiEXV3TPPtWntfEN4KFCMsVo.jpg,
4960,100 Girls (2000),"Comedy,Romance",214388,10035,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","This sexy, teen-comedy is about a freshman, Matthew, at college who meets his dream girl in a dorm elevator during a blackout. He never sees her face, but instantly falls in love. In the morning, the power is restored, but the ""dream girl"" has vanished. All Matthew knows is that she lives in an all-girls dorm. He sets out on a semester-long journey to find his mystery girl amongst a hundred female suspects. Could it be Wendy? Dora? Arlene? Patty? Cynthia? Or the 95 other girls, any of whom could have been in that elevator with Matthew.",/mi61ZTuyEIT6XO3O1HAyDKWmKhQ.jpg,He met the girl of his dreams. If only he can meet her again.
4963,Dobermann (1997),"Action,Crime",118996,10347,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]","The charismatic criminal Dobermann, who got his first gun when he was christened, leads a gang of brutal robbers. After a complex and brutal bank robbery, they are being hunted by the Paris police. The hunt is led by the sadistic cop Christini, who only has one goal: to catch Dobermann at any cost.",/zGjiLKmSRZQXYrUjoFFXbRjKmhA.jpg,
4968,Wit (2001),Drama,243664,26976,"[{'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]",A renowned professor is forced to reassess her life when she is diagnosed with terminal ovarian cancer.,/eQUEJjEmFDAgdVflKYyR58UoQy6.jpg,It appears to be a matter of life and death.
4983,Rose Red (2002),"Horror,Mystery,Thriller",259153,14980,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","Dr. Joyce Reardon, a psychology professor, leads a team of psychics into the decrepit mansion known as Rose Red. Her efforts unleash the spirit of former owner Ellen Rimbauer and uncover the horrifying secrets of those who lived and died there.",/p87ElSGzQr43vwnRJomhZgoNEw5.jpg,Some houses are born bad.
4985,Babylon 5: In the Beginning (1998),"Adventure,Sci-Fi",120711,10940,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]","Londo Mollari, the Centauri Emperor, recounts the initial contact between the Humans and Minbari, which resulted in a major incident and subsequent war, for an eager pair of youngsters wanting a story about love and conflict.",/6sYAd4rOPCwz6vjzlgWs3iNjSnX.jpg,
4987,Versus (2000),"Action,Comedy,Fantasy,Horror",275773,5842,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]","Set in the present where a group of ruthless gangsters, an unknown woman and an escaped convict have met, unwittingly, in The Forest of Resurrection, the 444th portal to the other side. Their troubles start when those once killed and buried in the forest come back from the dead, with the assistance of the evil Sprit that has also come back, come back from ages past, to claim his prize. The final standoff between Light and Dark has never been so cunning, so brutal and so deadly. This is where old Japanese Samurai mysticism meets the new world of the gangster and the gun. Gruesome, bloody and positively bold.",/lwwlxtT6zPrBuLs3S8P1UVPOpm6.jpg,Witness a battle no one has ever seen
5009,Tuesdays with Morrie (1999),Drama,207805,26133,"[{'id': 18, 'name': 'Drama'}]",Mitch became caught up with his career as a sport commentator and journalist. He ignored his girlfriend and did not make time to do things in life that are of the most value to a human being. Morrie was one of Mitch's professors in college and a famous scholar. One day Mitch was watching television and saw Morrie giving an interview stating that he is dying of Lou Gehrig disease or ALS.,/3dEIbMrGDvMuNQSaSKBzsfUHbiP.jpg,
5014,"Best of Youth, The (La meglio gioventù) (2003)",Drama,346336,11659,"[{'id': 18, 'name': 'Drama'}]","Spanning four decades, from the chaotic 1960s to the present, director Marco Tullio Giordana's passionate epic 'La Meglio Gioventu' follows two Italian brothers through some of the most tumultuous events of recent Italian history.",/fWi5OVdODBYsNXZTmVbvV1ROMhl.jpg,The Possibilities Were Endless...
5016,"Bang, Bang, You're Dead (2002)",Drama,288439,16876,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","Trevor is a troubled high school student, thanks to the effects of bullying. This is the story of his fight to break free.",/yJ0BmS0ib3ADdPrZq0HuKbJzzXq.jpg,
5019,Genghis Blues (1999),Documentary,187859,28030,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]","Blind blues musician Paul Pena is perhaps best known for his song ""Jet Airliner"". In 1993, Pena heard Tuvan throat singing over his shortwave radio and subsequently taught himself how to reproduce these extraordinary sounds. This documentary follows him to Tuva, where he takes part in a throat singing competition.",/kE2KggFzUkTvTcJhz3hHcZfmSlt.jpg,
5020,"11'09""01 - September 11 (2002)",Drama,328802,1926,"[{'id': 18, 'name': 'Drama'}]",11 directors show their view on the terrorist attacks on the world trade center in New York.,/u3J9FHCh7s9KmsWkHP5JH8zohes.jpg,
5023,Babylon 5: A Call to Arms (1999),"Adventure,Sci-Fi",146455,10916,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]","Allies of the Shadows seek revenge against humanity. This movie sets up the series, ""Crusade,"" the sequel to ""Babylon 5.""",/o4HS0KZl0Rny1reNx6gRKEDsyOk.jpg,
5024,Babylon 5: The River of Souls (1998),"Drama,Sci-Fi",146247,10921,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",A group of Soul Hunters come to Babylon 5 demanding the return of something that was stolen from them.,/yZ9sQ5qTbF4a1rkddqEAKNFzuRD.jpg,
5025,Babylon 5: Thirdspace (1998),"Drama,Sci-Fi",121804,10941,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]","Susan Ivanova discovers a derelict spaceship in hyperspace. They tow it back to Babylon 5, then strange things start happening. People are being telepathically taken over by aliens from another (third)space.",/7MDbTFO2qqQ7gCE3o7jJG5neLp3.jpg,One mistake. One mistake out of so many. So many others.
5037,Children of Dune (2003),"Fantasy,Sci-Fi",287839,192936,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]","Under Paul ‘Muad'Dib’ Atreides' rule as Emperor, the planet Arrakis has enjoyed a renaissance. However, the revolution that Muad'dib inspired has transformed into a brutal jihad that has plunged all of humanity into a bitter, neverending cycle of interstellar war. Now a conspiracy on Arrakis threatens to rob Muad'Dib of his throne and his life.",/1WrnKQ7CXBc666ddLH8cOIBtuGR.jpg,Born to rule an empire. Destined to tear it apart. The saga of Dune is far from over...
5038,Dune (2000),"Drama,Fantasy,Sci-Fi",142032,876,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]","A three part mini-series based on Frank Herbert's classic Science Fiction novel entailing politics, betrayal, lust, greed and the coming of a Messiah.",/xhLPh6po1r1qDnemdCj8pGS2MvG.jpg,Discover the greatest treasure in the universe.
5039,Lammbock (2001),Comedy,258760,1583,"[{'id': 35, 'name': 'Comedy'}]","Stefan and Kai have good going business, self-grown cannabis screened as pizza delivering service. For now they only have to deal with plant-louses.",/2oOiWdMgZL18JIUilikNhuAwehB.jpg,
5041,Tremors II: Aftershocks (1996),"Comedy,Horror,Sci-Fi",114720,11069,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]","Those supersucking desert creatures are back --- and this time they're south of the border. As the creatures worm their way through the oil fields of Mexico, the only people who can wrangle them are veteran Earl Bassett and survivalist Burt Gummer. Add to that team a young punk out for cash and a fearless scientist, and the critters don't stand a chance.",/paM021FyQsgsErxRa7ywRz7EQCv.jpg,The Worms have turned.
5042,Tremors 3: Back to Perfection (2001),"Comedy,Horror,Sci-Fi",259685,10829,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","Burt Gummer returns home to Perfection, Nev., to find that the town of terror has become a theme park, and when the simulated giant worm attacks turn real, the survivalist must battle the creatures once again. Gummer pits his impressive knowledge of weaponry against the newest and deadliest generation of flesh-eating graboids, with help from two young entrepreneurs.",/cC9z8aQMtuxdTfvRzM9MHGCo8A1.jpg,The Food Chain Just Grew Another Link.
5043,Notorious C.H.O. (2002),Comedy,300274,57946,"[{'id': 35, 'name': 'Comedy'}]","A film of Margaret Cho's one-woman stand-up show, in which she presents her take on modern sexual topics and minority issues. Filmed live.",/j2iwt8ohVxezOO00ACX8NqcNvlk.jpg,
5061,Dark Days (2000),Documentary,235327,14273,"[{'id': 99, 'name': 'Documentary'}]",A cinematic portrait of the homeless population who live permanently in the underground tunnels of New York City.,/ox2PadAqjmIfTipq2emXi8eZyyS.jpg,
5071,Ken Park (2002),Drama,209077,7090,"[{'id': 18, 'name': 'Drama'}]","Ken Park focuses on several teenagers and their tormented home lives. Shawn seems to be the most conventional. Tate is brimming with psychotic rage; Claude is habitually harassed by his brutish father and coddled, rather uncomfortably, by his enormously pregnant mother. Peaches looks after her devoutly religious father, but yearns for freedom. They're all rather tight, or so they claim.",/85pCokz6jy4vdswljogUdruLm5m.jpg,Who are you?
5074,Infernal Affairs (Mou gaan dou) (2002),"Crime,Drama,Thriller",338564,10775,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]","Chan Wing Yan, a young police officer, has been sent undercover as a mole in the local mafia. Lau Kin Ming, a young mafia member, infiltrates the police force. Years later, their older counterparts, Chen Wing Yan and Inspector Lau Kin Ming, respectively, race against time to expose the mole within their midst.",/g4LGFGLGjVXkWGYCePbTidw5LKV.jpg,Loyalty. Honor. Betrayal.
5075,"Tale of Two Sisters, A (Janghwa, Hongryeon) (2003)","Drama,Horror,Mystery,Thriller",365376,4552,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]","A recently released patient from a mental institution returns home with her sister, only to face disturbing events between her stepmother and the ghosts haunting their house- all of which are connected to a dark past in the family's history.",/8fmnXoIw3e3J7YSr8bzcPica4Dk.jpg,Our sorrow was conceived long before our birth
5080,Space Truckers (1996),"Comedy,Sci-Fi",120199,10690,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]",John Canyon is one of the last independent space transport entrepreneurs. Rough times force him to carry suspicious cargo to Earth without questions being asked. During the flight the cargo turns out to be multitude of unstoppable and deadly killer robots.,/4EnBPDZR7C2aB1N9RL4IAY4oZrv.jpg,Earth's Only Hope
5085,"Weather Underground, The (2002)",Documentary,343168,14108,"[{'id': 99, 'name': 'Documentary'}]","The remarkable story of The Weather Underground, radical activists of the 1970s, and of radical politics at its best and most disastrous.",/ca4RSYUngsKUFEsnneF17YRHz62.jpg,
5086,Kikujiro (Kikujirô no natsu) (1999),"Comedy,Drama",199683,4291,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]","Brash, loudmouthed and opportunistic, Kikujiro is the unlikely companion for Masao who is determined to see the mother he has never met. The two begin a series of adventures which soon turns out to be a whimsical journey of laughter and tears with a wide array of surprises and unique characters along the way.",/poVeDnFDlaJlGNQ26IC3zN1lpiT.jpg,
5087,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",Drama,374546,113,"[{'id': 18, 'name': 'Drama'}]","This South Korean film takes place on an isolated lake, where an old monk lives in a small floating temple. The monk has a young boy living with him, learning to become a monk. We watch as seasons and years pass by.",/uYQwUyHBKLPmCqUc9wMdphiphW2.jpg,"Spring, Summer, Autumn, Winter... and Spring"
5090,Dark Water (Honogurai mizu no soko kara) (2002),"Drama,Horror,Mystery,Thriller",308379,12205,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",A woman in the midst of an unpleasant divorce moves to an eerie apartment building with her young daughter. The ceiling of their apartment has a dark and active leak.,/h0f2nPiK2tKKL0UKqUsbySOsjBB.jpg,
5092,The Thief (1997),Drama,124207,46187,"[{'id': 18, 'name': 'Drama'}]","In 1946, a soldier fathers a child then dies before its birth. Jump to 1952: on a train, the child and his mother meet a handsome soldier who makes a play for her. She accepts. Posing as a married family, the soldier finds them a rooming house where he becomes everyone's favorite through his good looks and generosity. Meanwhile he gives the boy, Sanya, lessons in life: to fight back, to win at all costs. The child's mother, Katya, is head-over-heels in love with Tolyan, the soldier, but the relationship becomes rocky when Tolyan's true plans for the rooming house become clear. It starts them on a treadmill of flight that risks Katya's life, Tolyan's liberty, and Sanya's trust.",/q7pMsa8eXFpikoxHLwKCtps03Jz.jpg,
5094,"Stendhal Syndrome, The (Sindrome di Stendhal, La) (1996)","Crime,Horror,Thriller",117658,39434,"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",A young policewoman slowly goes insane while tracking down an elusive serial rapist/killer through Italy when she herself becomes a victim of the brutal man's obsession.,/hYGuGcIOBG4RRucfRB1m3PJLq3M.jpg,
5101,Shiri (Swiri) (1999),"Action,Drama,Romance,Thriller",192657,10355,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","North Korea's 8th Special Forces hijacks a shipment of CTX, a potent new liquid explosive, and threatens South Korea as part of a plot to re-unify the two countries.Ryu and Lee, special agents of O.P., South Korea's secret intelligence service, attempt to track down the terrorists and find the CTX. Meanwhile Hee, the 8th's ultra-bad female sniper, resurfaces to wreak havoc and haunt Ryu.",/tzUQNjTT7DZt0KqISxECknx805r.jpg,
5103,In China They Eat Dogs (I Kina spiser de hunde) (1999),"Action,Comedy",180748,250,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",An intent fast paced Danish dark comedy film about two separately motivated brothers who with their slightly psychopathic tendencies end up in a touchy situation. One brother gets in serious trouble after a bank robbery and begs the other brother for help.,/zuKjvs3IUvdNbMwqcfdHCGeyKt1.jpg,
5106,"Seducing Doctor Lewis (Grande séduction, La) (2003)",Comedy,366532,41277,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]","A much-needed boost, in the form of a new factory, is promised to the residents of the tiny fishing village St. Marie-La-Mauderne, provided they can lure a doctor to take up full-time residency on the island. Inspired, the villagers devise a scheme to make Dr. Christopher Lewis a local.",/noL9U449bOzoViW9DADTAOYnF2H.jpg,
5110,Pursuit of Happiness (2001),"Comedy,Romance",243508,210937,[],"An advertising executive fails to realize that the woman of his dreams is his best friend since first grade, now married to his cheating co-worker.",,
5115,Dead or Alive: Hanzaisha (1999),"Action,Crime",221111,11315,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",Ryūichi and his small gang of Triad vie for control of the Japanese underworld in a crime-ridden Shinjuku quarter while Detective Jojima tries to bring it down. Jojima attempts to start a gang war between the Triad and yakuza. Ryūichi and Jojima meet.,/aQb7m8n8rQPvEAt4r1JjpuYrkQ6.jpg,
5120,Jin Roh: The Wolf Brigade (Jin-Rô) (1998),"Animation,Fantasy,Thriller",193253,823,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","A member of an elite paramilitary counter-terrorism unit becomes traumatized after witnessing the suicide bombing of a young girl and is forced to undergo retraining. However, unbeknownst to him, he becomes a key player in a dispute between rival police divisions, as he finds himself increasingly involved with the sister of the girl he saw die.",/dNW6aaQAQ6C8LNY1dVmsI5rqrzT.jpg,
5141,Masterminds (1997),"Action,Comedy,Thriller",119630,25224,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","Trapped in a Elite School which a gang of criminals has seized control, a young troublemaker fights a cat and mouse battle from inside.",/9tyGrhsePMUDWG84z07J7CkOIPh.jpg,The criminal mastermind of the century just met his match...
5153,Dolls (2002),"Drama,Romance",330229,870,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",Dolls is a film about Japanese doll theater and a human love story illustrated through beautiful imagery. This film is a lot more sensitive than most Kitano films.,/jEc5Y1SkKL45y2OPWm3wZHynbZv.jpg,
5161,Shrek 2 (2004),"Adventure,Animation,Children,Comedy,Musical,Romance",298148,809,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","Shrek, Fiona and Donkey set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along, and there's tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage.",/akWDA0BMVYK4OTM92T5i91DYnsT.jpg,Once upon another time...
5162,"Day After Tomorrow, The (2004)","Action,Adventure,Drama,Sci-Fi,Thriller",319262,435,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","After years of increases in the greenhouse effect,  havoc is wreaked globally in the form of catastrophic hurricanes, tornadoes, tidal waves, floods and the beginning of a new Ice Age. Paleoclimatologist, Jack Hall tries to warn the world while also shepherding to safety his son, trapped in New York after the city is overwhelmed by the start of the new big freeze.",/pRmpaFjtegy8PnUvSBDyT9dm7c.jpg,Where will you be?
5163,Raising Helen (2004),"Comedy,Drama,Romance",350028,4599,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","Helen Harris has a glamorous, big-city life working for one of New York's hottest modeling agencies. But suddenly her free-spirited life gets turned upside down when she must chose between the life she's always loved, and the new loves of her life!",/oROgudstoH3i4KyI5ZJbBVW9mKK.jpg,Her uptown life gets turned inside out!
5164,Soul Plane (2004),Comedy,367085,12657,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]","Following a ridiculously awful flight that leads to his pet's death, Nashawn Wade files a lawsuit against the airline, and wins a multimillion-dollar settlement. Determined to create a better flying experience, Nashawn starts his own airline, one that caters to an African-American clientele. Going into business with a tricked-out plane piloted by the smooth Capt. Mack, the airline hits a snag when it has to deal with the family of Elvis Hunkee.",/p6KICx848FEcsblVptyga3E7qO5.jpg,Announcing the arrival of the first airline with soul.
5165,Baadasssss! (How to Get the Man's Foot Outta Your Ass) (2003),Drama,367790,28219,"[{'id': 18, 'name': 'Drama'}]","Director Mario Van Peebles chronicles the complicated production of his father Melvin's classic 1971 film, ""Sweet Sweetback's Baadasssss Song."" Playing his father in the film, Van Peebles offers an unapologetic account of Melvin's brash and sometimes deceptive conduct on the set of the film, including questionable antics like writing bad checks, tricking a local fire department and allowing his son, Mario, to shoot racy sex scenes at the age of 11.",/oGKrhp9cS8uphMOamG6ZyLd600T.jpg,A Father - A Son - A Revolution
5166,Saved! (2004),"Comedy,Drama",332375,13193,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","Teenage Mary Cummings, who has ""been Born Again her whole life,"" is about to enter her senior year at American Eagle Christian High School near Baltimore with her Fundamentalist Christian friends Hilary Faye and Veronica, the three of whom have formed a girl group called the Christian Jewels. Everything seems perfect—until Mary’s ""perfect Christian boyfriend"" Dean tells her, as they’re swimming underwater, that he thinks he's gay.",/sh61XwFfemE6MrDzAVNpJb6ZRgR.jpg,
5167,Harry Potter and the Prisoner of Azkaban (2004),"Adventure,Fantasy,IMAX",304141,673,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]","Harry, Ron and Hermione return to Hogwarts for another magic-filled year. Harry comes face to face with danger yet again, this time in the form of escaped convict, Sirius Black – and turns to sympathetic Professor Lupin for help.",/jUFjMoLh8T2CWzHUSjKCojI5SHu.jpg,Something wicked this way comes.
5168,Mindhunters (2004),"Action,Crime,Horror,Mystery,Thriller",297284,16617,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",Trainees in the FBI's psychological profiling program must put their training into practice when they discover a killer in their midst.,/bnGrgK00xeMs85ae5BTOlJjnKTR.jpg,"For seven elite profilers, finding a serial killer is a process of elimination. Their own."
